Tweet,Message,Match,Polarity
1084, RT   75    Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of Br,NONE,neutral
1085, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1086, RT   Priore  I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student athlet,"like,safe,successful,best",positive
1087, The university has also refused to provide me with a discount for a single cent I paid  despite providing me with,refused,negative
1088, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1089, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1090, RT   vanreg  I m excited to announce I have signed my letter of intent to further my education and play basketball at Dakota Wesleyan U,excited,positive
1091, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
1092, RT    Congratulations  Zeke  on your scholarship offer to continue your education and play football at the University of New M,congratulations,positive
1093, Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila,dedicated,positive
1094, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1095, The University of Houston   Sugar Land will offer 3rd year classes from the   starting in the fall,fall,negative
1096, does any non degenerate gambler miss pro  amp  NCAA spectator sports  Maybe its time to reclaim the univer,"degenerate,miss",negative
1097, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1098, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
1099, Extra ventilators arrive at Ontario hospitals   CBC News,NONE,neutral
1100, 32 people have died of COVID 19 in Toronto  city health officials report,died,negative
1101, RT    University of St  Thomas offers empty residence hall room to hospitals,NONE,neutral
1102, RT    Excited to announce my commitment to continue my education and football career at the University of Mount Union  Thank y,"excited,commitment,thank",positive
1103, Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University,NONE,neutral
1104, Education will do more to help change behavior  amp  build community spirit than a blitz of  700 fines when people are,NONE,neutral
1105, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1106, RT    Azhae la Hanson     A sophomore at thee Xavier University of Louisiana   Currently studying elementary education  v,NONE,neutral
1107, RT    We are thrilled to partner with   to offer a new  WomensLeadership Development Certificate that aims to help,thrilled,positive
1108, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
1109, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1110, RT    We ve put together a list of resources for tenants facing housing  financial  and food insecurity in Toronto  You can also,insecurity,negative
1111, RT     Even when you go to Canada  you ll find out there s no where Toronto                             Josh2funny  2020,NONE,neutral
1112, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1113, RT    Safe travels to all the Canadians   returning home on   special flight AC2017 for Toronto from Buenos Aires,safe,positive
1114, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1115, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1116, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
1117, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1118, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1119, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1120, RT    Allie Davis will be attending Thomas More University  She is majoring in elementary education and will be a part of the,NONE,neutral
1121, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
1122, RT    Greetings and humble salutations  I am Allyson J  Brooks  a junior Elementary Education major from Terry   MS and I am v,humble,positive
1123, RT   miller3  After a n  conversation with   I m honored to receive an opportunity to further my education  amp  play divisi,honored,positive
1124, RT     Airbnb and  COVID19 in  Toronto  Canada,NONE,neutral
1125, 5th Tire 3 3  Toronto was the location of the revival in 1994  Toyota Hankook  June 2019   In 1993  I survived a ne,revival,positive
1126, RT    Some seniors say a new prescription refill policy aimed at protecting Canada s drug supply is costing them more money  and pu,NONE,neutral
1127, Canadian restaurateur Jen Agg  who OWNS FIVE restaurants and bars in Toronto  said she would not be paying rent for,NONE,neutral
1128, Some of my mothers co workers live in shacks in mayville that everyone is always apauled by yet my mother has been,NONE,neutral
1129, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
1130, Girl A s biological father was a reputable lawyer who earned his degree from a prestigious university settled in To,"reputable,prestigious",positive
1131, For 24 hours the university will work on raising funds for things like the Student Emergency Fund or the Food Pantr,"work,like",positive
